åproduct,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"1998 Round Gaetano Pesce ""Try"" Tray Fish Design","MR9463","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Gaetano Pesce 

The architect Gaetano Pesce was born in 1939 in La Spezia, Italy. He attended the school of Architecture of Venice from 1958 to 1963. He has lived in many European cities – Padua, Venice, London, Helsinki, Paris – and since 1980, in New York. His multidisciplinary work is present in the permanent collections of Museums in France, Finland, the United States, England, Portugal and Italy. Gaetano Pesce has been teaching for twenty-six years at the École d’Architecture de Strasbourg and has lectured in the most prominent Universities and Cultural Institutions around the world. He has worked in France, Italy, Japan, Germany, the United States, Brazil and Belgium. Pesce’s works are often memorable for their ability to give an unexpected twist to favorite themes: the “diversified series”, the twin functionality of objects and architecture, the creative use of colour, the political dimension of the project, the theory and practice of the “poorly executed”, the use and development of synthetic materials, the theory of the “femininity” of architectural projects and the “culture of objects”.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","A round Gaetano Pesce “Try” tray from 1998 Fish Design Collection. 
A one of a kind piece in cast resin. 

Fish design is a collection of pieces designed by Gaetano Pesce, an architect, artist, & designer. unique objects, each one different from the next, are the concept that encapsulates the fish design philosophy. The creativity of the crafts person, the unpredictability of the fluids, and the opportunity to insert variables â€“ from choice of color to distribution of materials are some of the paths to obtaining the diversity and uniqueness of a fish design object. The choice of materials is an essential element and the use of fluid, dynamic, variable, & expressive resins was not a casual choice. Plastic materials represent the idea of the future for Gaetano Pesce and have offered him the opportunity to innovate and search for a new concept of beauty. 

Part of the historical collection 1995, the try trays are cast in solid resin. Bears the fish design logo and year of production. 
Note: because of fish design’s manufacturing process each piece is an original, bubbles, imperfections, and dimension variations also vary widely.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","14"" diameter x 1.25"" high.","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Condition very good with imperfections as originally cast.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click Here for Shipping Options     Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"82"" Ritts Tropitan Paul Frankl Style Bamboo Art Deco Day Bed Sofa","MR9706","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","RITTS CO. TROPITAN","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Paul Frankl Style Bamboo Art Deco Day Bed Sofa 

Day bed in mustard vinyl upholstery with bamboo frame","http://www.metroretrofurniture.com/images/pictures/dims.jpg","81.5"" Length x 33"" Depth x 29.5"" Height 
16"" Seat height 
23.5"" Arm height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good original vintage. Upholstery included with COM","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"72"" Mid Century Councill Craftsmen Executive Walnut Desk","MR9331","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Councill Craftsman 

At the heart of the Councill story is a loyalty to American craftsmanship and a dedication to our cherished roots in Denton, North Carolina. Founded in 1973 as a small company crafting occasional tables, Councill has grown into a major manufacturer of casegoods, upholstery and executive office furniture.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","72"" Mid Century Councill Craftsmen Executive Walnut Desk 

Walnut Wood seven drawer desk 
Six Drawer, One pencil drawer 
Feather trim inlay 
Two pull-out writing slides 
Dictation slide on visitors side 
Solid brass hardware","http://www.metroretrofurniture.com/images/pictures/dims.jpg","72"" Length x 36.5"" Depth x 31"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options
  
 
Preparation, Timing and Shipment
Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.
If Item needs restoration additional time will be required
(Determined by item or items being refinished or reupholstered)
 
International Shipping  
When requesting international shipping rates, please allow Us 3 to 5 Days to Quote
Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"(1) 8"" Block Erika Lagerbielke Orrefors Crystal Artwork","MR9568","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Orrefors 
The Swedish glass industry was born about 250 years ago, not far from Orrefors - only about 20 kilometers as the crow flies. In the summer of 1742 the first glassworks, warehouse, potash furnace and smithy were inaugurated in which is now the small village of Kosta. 
Handblown glass has thus been produced in this part of Sweden for more than two and a half centuries. The story of Orrefors begins with Iron and the forest. As early as 1726, Lars Johan Silversparre received permission to build a furnace and a smithy at ""the beautiful river that flows into Lake Orrenas"". The iron works was given the name Orrefors, which means ""the Orre waterfall"". 
In the early years, output comprised both simple types of glassware, such as jars, table glass, lampshades and perfume vials, and large pieces. Expertise in more complex technology was acquired by recruiting workers from other glassworks, such as Kosta, and from the Continent. A group of skilled craftsmen rapidly collected around Orrefors, and in a short time the glassworks acquired the expertise that paved the way for its future success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Erika Lagerbielke 
After studies in industrial design at the College of Arts, Crafts and Design in Stockholm, which included winning a coveted Orrefors scholarship year in 1982, Erika Lagerbielke committed her special talents to the company. For more than two decades, she has designed glass for Orrefors that wins praise from critics and collectors alike. Erika has produced a body of work in sculpture, art and functional glass collections that connect the enduring Orrefors traditions of elegance and innovation in design with contemporary styles and tastes: rich color and bold cut detail are characteristic of her designs. Among Erika`s major artistic successes are her Intermezzo, Merlot and Difference stemware, all of which have won Excellent Swedish Design awards. Her work is in the permanent collections of the National Museum of Fine Arts, Stockholm; Rohasska Museum of Applied Arts and other collections worldwide.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 8"" Block Erika Lagerbielke Orrefors Sculpture Crystal 

Leaves design
 This piece is part of a group with serial number 988877 and is dated 2001","http://www.metroretrofurniture.com/images/pictures/dims.jpg","8"" Width x 4"" Depth x 8"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"Vintage Italian Mid Century Modern Wood Desk","MR9774","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Italian Wood Desk 
Circa 1950`s Design 

Slim, strong structure with functional work surface 
3 storage drawers 
Splayed tapered legs with caps 

Great accent piece, very functional and decorative addition to any home or office.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","39.5"" Width/Length x 23"" Depth x 30.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"36"" Vintage Knoll Chrome Coffee Table Base","MR9806","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Florence Knoll","http://www.metroretrofurniture.com/images/pictures/descript.jpg","36"" Vintage Knoll Square Chrome Coffee Table Base Chrome constructionGlass/marble top not included in pricePlease inquire about available tops for this table base!!!","http://www.metroretrofurniture.com/images/pictures/dims.jpg","36"" x 36"" square x 16"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage"
"34"" Vintage Knoll Warren Platner Wire Dining Table Base","MR9088","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Warren Platner 
Architect and designer Warren Platner (1919-) was born in Baltimore and graduated from the Cornell University School of Architecture in 1941. He got his professional start working in some of the most prominent and interesting architecture practices in the country. Between 1945 and 1950 he worked for Raymond Loewy and I.M. Pei. He was a part of Eero Saarinen`s office from 1960-65, participating in the designs for the Dulles International Airport in Washington D.C., the Repertory Theater at Lincoln Center and several dormitories at Yale University. It was after this extensive exposure to many innovative modern designers of the period, and having gathered a great deal of experience, that Platner opened his own office, Platner Associates, in Connecticut in 1967. 
Platner designed other office furniture and was also involved in a number of large architecture and interior design commissions in which he was often responsible for details down to the dishes and textiles, in addition to the furniture and textiles.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Round Platner Wire Dining Table Base","http://www.metroretrofurniture.com/images/pictures/dims.jpg","34"" Diameter x 27.5"" High","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear"
"60"" Wood Slat Bench with Tapered Toothpick Legs","MR9538","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Wood Slat Bench with Tapered Toothpick  Legs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60"" Length x 18"" Width x 14.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Vintage Aluminum Green Three Seater Sofa","MR9285","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Green Vintage Aluminum Sofa","http://www.metroretrofurniture.com/images/pictures/dims.jpg","72"" Width x 32"" Depth x 31.5"" Height 
15"" Seat Height x 22"" Arm Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"NEW Ligne Roset Espace Temps White Ceramic Clock FREE SHIPPING & 25% DISCOUNT!!!","MR9878","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Ligne Roset 
Since 1860 
In post-war 1950 Antoine’s grandson, Jean, quickly shifted the focus of the company- which now employed 50 people-to contract furniture. Tables, chairs and beds were produced for commercial usage and were utilized in a variety of institutions, including schools, universities, hospitals and retirement homes. Intense growth soon followed and, 10 years later, Jean Roset entered the domestic market.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Ligne Roset Espace Temps White Ceramic Clock 
Wall clock in white ceramic, in two parts: one for the hours and the other for the minutes. Each part has its own mechanism and is thus totally independent of the other. White clock has black hands and numbers.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","W: 11"" x H: 12.5"" 
Thickness: 1.5"" 
Dimensions indicated relate to one part of clock.","http://www.metroretrofurniture.com/images/pictures/condit.jpg","NEW","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Free shipping FORWARD AIR to the terminal nearest you(Shipping within the 48 States U.S. Mainland. Hawaii or Alaska are not included)Customer is responsible for pick up from terminal Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"(1) 4"" Cube Erika Lagerbielke Orrefors Sculpture Crystal Multiple Available","MR9547","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Orrefors 
The Swedish glass industry was born about 250 years ago, not far from Orrefors - only about 20 kilometers as the crow flies. In the summer of 1742 the first glassworks, warehouse, potash furnace and smithy were inaugurated in which is now the small village of Kosta. 
Handblown glass has thus been produced in this part of Sweden for more than two and a half centuries. The story of Orrefors begins with Iron and the forest. As early as 1726, Lars Johan Silversparre received permission to build a furnace and a smithy at ""the beautiful river that flows into Lake Orrenas"". The iron works was given the name Orrefors, which means ""the Orre waterfall"". 
In the early years, output comprised both simple types of glassware, such as jars, table glass, lampshades and perfume vials, and large pieces. Expertise in more complex technology was acquired by recruiting workers from other glassworks, such as Kosta, and from the Continent. A group of skilled craftsmen rapidly collected around Orrefors, and in a short time the glassworks acquired the expertise that paved the way for its future success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Erika Lagerbielke 
After studies in industrial design at the College of Arts, Crafts and Design in Stockholm, which included winning a coveted Orrefors scholarship year in 1982, Erika Lagerbielke committed her special talents to the company. For more than two decades, she has designed glass for Orrefors that wins praise from critics and collectors alike. Erika has produced a body of work in sculpture, art and functional glass collections that connect the enduring Orrefors traditions of elegance and innovation in design with contemporary styles and tastes: rich color and bold cut detail are characteristic of her designs. Among Erika`s major artistic successes are her Intermezzo, Merlot and Difference stemware, all of which have won Excellent Swedish Design awards. Her work is in the permanent collections of the National Museum of Fine Arts, Stockholm; Rohasska Museum of Applied Arts and other collections worldwide.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 4"" Erika Lagerbielke Orrefors Sculpture Crystal Cube 

Plain cubes.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","4"" Width x 4"" Depth x 4"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good vintage. Dings on cubes shown in photographs with red mark for better visibility."
"8ft Unusual Herman Miller Leather Aluminum Nelson Bench","MR9576","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","George Nelson

George Nelson (1908-1986) was an important modernist whose work cut across the fields of interior, industrial and exhibition design. Nelson studied architecture at Yale University in the 1920s, and in the next two decades earned a strong reputation as a writer on design for Architectural Forum, Interiors and Fortune.
In 1945 Nelson began a long association with the Herman Miller Furniture Company of Zeeland, Michigan, where as head designer he developed an innovative line of furniture and commissioned new designs from others. His first commission was Isamu Noguchi`s biomorphic glass-topped coffee table, which began production in 1947, the first of many designs that the sculptor would create for Herman Miller in the late Forties. Nelson also was responsible for bringing the designs of Charles Eames to Herman Miller, and he collaborated with R. Buckminster Fuller on a number of projects. 
Among Nelson`s own creations are classic works of Fifties design, including the bubble lamp, ball clock, marshmallow sofa and the pole-supported wall-storage system. Nelson also designed numerous exhibitions, including the 1959 American National Exhibition in Moscow, and the Chrysler Corporation display at the 1964 New York World`s Fair.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","8ft Herman Miller Leather Aluminum Nelson Base Bench 

Unique black leather bench mounted on a steel bar with brushed aluminum stands and feet.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","98"" Length x 18.5"" Width x 18"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Base: very good vintage. Reflection on base from the ground. No distracting marks. 
Seat: Excellent reupholstered"
"32"" Pair Faux Bamboo Coffee Tables Billy Haines Style","MR9935","http://www.metroretrofurniture.com/images/pictures/descript.jpg","32"" Vintage Faux Bamboo Glass Coffee Table
Wood frame with glass top","http://www.metroretrofurniture.com/images/pictures/dims.jpg","32.75"" Length x 17"" Depth x 18"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) Knoll Saarinen Office Side Arm Chair Wood Legs","MR9218","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Eero Saarinen

Saarinen began his career as a student at Yale University and after travels and studies in Europe returned to the U.S. and taught for a brief period at Cranbrook. Cranbrook was founded by publisher George C. Booth and Eliel Saarinen in 1927 and Saarinen became Director in 1932. Two of its graduates were Charles Eames and Florence Schust Knoll. Saarinen and Eames collaborated on various projects, culminating in a range of furniture that won first prize at an exhibition held at the Museum of Modern Art in New York in 1940 entitled, ""Organic Design in Home Furnishings."" After 1946, however Eames went to work for Herman Miller; Saarinen became associated with Knoll Associates. A number of Saarinen`s chairs for Knoll were to become landmarks in the history of 20th century design","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Knoll Saarinen Office Side Arm Chair Wood Legs 
Museum of Modern Art, Federal Award for Industrial Design, 1969 
1950`s Design 

In his groundbreaking collection of 1957, Eero Saarinen transformed executive seating into a fluid, sculptural form. Recognizing the importance of user comfort, Saarinen became the first to construct a chair shell from fiberglass, a pliable material that flexes in response to body weight 

Frame. Molded Reinforced Polyurethane Shell. Contoured Plywood Seat Form. Bent Wood Legs 
Upholstery. Original Fabric
(3) chairs available.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","24"" Width x 22"" Depth x 32"" Height 
Seat Height 18.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Upholstery. Poor condition. $200 to reupholster including foam. Please inquire. 
Frame: Very good vintage"
"213""x146"" Vintage Genuine Hand Woven Oriental Rug","MR9356","http://www.metroretrofurniture.com/images/pictures/descript.jpg","213"" x 146"" Vintage Genuine Hand Woven","http://www.metroretrofurniture.com/images/pictures/dims.jpg","213"" x 146""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
visible discoloration spots","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click Here for Shipping Options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(4) Keilhauer Bar Counter Armless Stool Tom Deacon","MR9173","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","KEILHAUER","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Tom Deacon 
Tom graduated from the University of Toronto in Architecture in 1982 with honours and the RAIC medal. After working briefly in the profession, he chose to pursue furniture and product design as a more clear and direct expression of his ideas. 
In 1984 he founded AREA Design Inc. to design, manufacture, and market seating and tables for the contract industry. In 1990 he established an independent design studio and began designing products for leading manufacturers in Canada and the United States. His work has been published and exhibited widely and has received numerous design awards. 
Deacon`s first project as a freelance designer was the Deacon chair for Keilhauer. Since that auspicious beginning, Deacon and Keilhauer have developed a close and fruitful relationship resulting in a number of successful products.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(4) Armless Counter Stools Set","http://www.metroretrofurniture.com/images/pictures/dims.jpg","17.5"" width x 20.5"" depth x 38"" height 
25.5"" seat height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition 
Near Excellent"
"(1) Herman Miller Aluminum Group Management Chair Orange Upholstery ~ Multiple Available","MR9682","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames 
Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. The influential architectural critic Esther McCoy called their molded plywood chair “the chair of the century”. Soon production was taken over by Herman Miller, Inc., who continues to produce the furniture in the United States to this day. Another company, Vitra International, manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s. 
Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Herman Miller Eames Aluminum Group Management Chair Orange Upholstery 
1958 Design 
The Aluminum Group chairs were originally developed in 1958 as a special project by Charles and Ray Eames for a private residence being designed by Eero Saarinen and Alexander Girard. The seat-back suspension was a major technical achievement and represented a departure from the concept of the chair as a solid shell. 

Features 
Cast-Aluminum Side Ribs 
5-Star Base on casters 
Swivel and tilt seat 
Crepe - 100% recycled polyester upholstery 
Ribbed Intervals for a Clean, Refined Appearance  Compare our price: The price for one chair NEW is $1149

PRICE IS PER (1) CHAIR; MULTIPLE AVAILABLE (see last picture) 
OTHER HERMAN MILLER CHAIRS AVAILABLE","http://www.metroretrofurniture.com/images/pictures/dims.jpg","23"" Width x 22"" Depth x 34"" Height 
Seat Height 17.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good to ExcellentMinor Scratches"
"(8) Vintage Memphis Sottsass Knoll Mandarin Dining Chairs","MR9659","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Memphis Sottsass Knoll Mandarin Dining Set 

Set includes:","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Table: 65.5"" Width x 48"" Depth x 28"" Height. 48"" Diameter top. 17.5"" width leaf 
Chairs: 25.75"" Width x 24"" Depth x 32.5"" Height. Seat height 18"" 
Rug: 6.5 ft x 4.75 ft.","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Table and rug are very good vintage 
Chairs are excellent reupholstered and painted","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Leather Iron Bins Storage Containers","MR9437","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Leather Iron Bins Storage Containers 

Materials: iron and leather with tack detail","http://www.metroretrofurniture.com/images/pictures/dims.jpg","24.5"" "" Width x 20"" Depth x 25.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"1950s Puff Iron Frame Stool Ottoman","MR9237","http://www.metroretrofurniture.com/images/pictures/descript.jpg","1950`s Poof Iron Frame Stool 

Materials: iron frame with vinyl upholstered cushion","http://www.metroretrofurniture.com/images/pictures/dims.jpg","17.5"" Diameter x 16.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Vintage Milo Baughman Thayer Coggin Arm Chairs Price includes re-upholstery in COM SOLD","MR9768","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Thayer Coggin","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Milo Baughman 
(1925-) 
He is one of the most significant, distinctly American designers to leave his mark on the latter half of the 20th Century. Baughman`s résumé includes work created for Calif-Asia, Mode Furniture, Glenn of California, The Inco Company, Pacific Iron, Winchendon and Drexel, among many others. He also taught and wrote prolifically on the state of modern design, helping early on to define the concept of Good Design with his signature critical levity. A 1953 essay, for example, finds him cautioning readers ""a forest of black iron threatens to overwhelm us,"" and encouraging ""stimulating a healthy diversity."" His beautiful, thoroughly unpretentious furniture appealed to people looking for a modern, forward-thinking aesthetic on a moderate budget. Baughman continued to design furniture into the 1990`s with High Point, NC based Thayer Coggin, the firm with whom he experienced the longest relationship and widest market success.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","PAIR OF BUTTON TUFTED MILO BAUGHMAN CLUB CHAIRS 
American 
1970`S 
Pair of button tufted Milo Baughman club chairs with high polished chrome frames. 
Price includes re-upholstery in COM","http://www.metroretrofurniture.com/images/pictures/dims.jpg","26.5"" Width x 29"" Depth x 30""Height 
Seat Height 19"" 
Arm Height 26""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Fabric >Poor"
"Vintage Paul Frankl Style Bamboo Art Deco Side Tables","MR9754","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","RITTS CO. TROPITAN","http://www.metroretrofurniture.com/images/pictures/dims.jpg","24.5"" Diameter x 26"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good original vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) Vintage Aluminum Settee Love Seat Sofa Couch","MR9284","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Industrial Age Aluminum Settee Love Seat","http://www.metroretrofurniture.com/images/pictures/dims.jpg","49"" Width x 32"" Depth x 31.5"" Height 
15"" Seat Height x 22"" Arm Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
